id,first_name,last_name,email,phone,birth_date,position
d398c3ad-e615-422b-941a-3652c44b6c03,Joseph,Mora,coxlaurie@example.org,001-403-666-7619x572,2004-12-20,Chef
9f5ae85a-c0fd-42f5-8f84-b1f708992c5a,Taylor,Lewis,marybutler@example.org,001-552-749-4935x2205,1970-09-21,Manager
0681068e-ae22-483c-9297-f70a7ffc1b0b,William,Neal,jason79@example.org,222.679.2150,1959-09-24,Cashier
8767fb88-584a-4751-b540-504a389e19f0,Bob,Rosario,iarcher@example.com,615-220-0994x769,1964-08-31,Waiter
2cc90896-914f-4649-b9b8-576759a37680,Angela,Grant,jclark@example.net,(943)242-8389,1985-12-06,Waiter
982d54ca-40a5-455b-85c7-16e97f60838f,Daniel,Jarvis,dawn10@example.net,837-638-7112,1998-10-28,Cleaner
151260e6-75e9-4e86-b6bc-bf679ce69ed3,David,Hall,olarsen@example.com,(888)664-5486,1978-08-01,Cleaner
59d1e330-6b09-47ae-9e2d-6ef928067fcc,Vicki,Johnson,garciamichael@example.com,452-403-6473,1967-02-10,Cleaner
e6d95674-82ab-4767-8e29-f37110d0c651,Laura,Woods,melissa66@example.com,+1-426-517-8566,1990-02-11,Waiter
aca03875-e754-4841-bc7d-54a60ff1527f,John,Mitchell,michael88@example.org,390.916.6169,1997-08-08,Chef
f60082f4-6f43-4be0-8a5f-922c3025092d,Eric,Johnson,charlessavage@example.org,+1-408-709-5741x082,1996-02-29,Cashier
3019a7db-39aa-4de3-9d40-184b9ea09c59,Melissa,Gray,oscott@example.com,(499)570-5471,1986-02-26,Waiter
4054ce91-41b9-4f4d-a5be-8fb740c2cc3f,Austin,Meza,felliott@example.net,986.908.9203x27181,1987-07-12,Cashier
d8eebd74-2302-4ac4-9f33-ece0f7478514,Debbie,Rangel,brandi95@example.com,+1-986-535-0903x22765,1998-04-20,Cleaner
f9dfaf53-7e94-4c12-8cbb-efd9736a6b26,Grace,Yu,vbrown@example.com,(780)663-2188,1991-01-10,Chef
ef2df119-f960-4d65-911e-9bcdc7e85cb3,Stephanie,Gilbert,rodriguezbeth@example.com,+1-949-296-5300x9541,1997-09-06,Waiter
a0a03aa5-b969-4fba-b17a-627b60715c8b,Nicholas,Gibson,rachelknight@example.org,001-906-539-9450x67482,1961-05-02,Chef
a63de9e2-0000-444a-b2b5-4aed88a01b61,Daniel,Myers,jennifer05@example.net,428.453.4413x98539,2003-01-02,Cleaner
ce637461-ca99-40d7-a2fe-a08cf84f6d73,Briana,Walters,kiddbrandy@example.org,793.923.0205x8824,1968-03-16,Manager
c40c52ba-008e-4d82-a7af-686ac9e2d9fe,Gary,Ortiz,ricardoknapp@example.org,001-367-529-8663x3002,2001-04-10,Chef
c8376ead-296a-411b-bac0-601de732aac3,Jesse,Mclean,justinyates@example.net,814-641-8502x1485,1995-06-19,Cleaner
ad248006-feec-4866-b83c-83958af84c43,Connie,Richards,russellshawn@example.org,+1-990-840-2554x384,1979-04-07,Manager
bd6a7195-63d6-43c6-a400-7656ee3ba80d,Heather,Michael,scottpaul@example.org,588.708.1398,1979-03-14,Cleaner
f881a8f4-fb6a-4605-a23d-8e96f1178fea,Erin,Howe,marc33@example.net,313.585.1107,2006-05-05,Manager
84fbbf48-f1f4-4b0e-8b22-03cdeb122eae,Neil,Marsh,greenkristen@example.net,+1-924-657-2996x548,1969-01-09,Waiter
7aa46fdb-106e-477b-86fe-6fbbc34907ee,Christopher,Banks,elizabeth66@example.org,711-825-8116,1980-09-07,Waiter
af690928-936b-4fb3-823e-b8370dba392c,Tiffany,Cox,amandajohnson@example.net,956-648-7077x1099,1976-06-11,Cashier
1ba8f076-f02a-4f8a-88b4-03ffecd70aef,Jessica,Dennis,scott38@example.net,(383)441-8921x1566,1961-04-14,Chef
aea892f3-f3da-4654-a7e1-214c2febaf78,Kevin,Nolan,njordan@example.com,392.990.3386,1987-01-01,Manager
e89ba098-024d-4d46-8499-7c0ad5636a58,Rebecca,Rodriguez,orodriguez@example.net,594-692-3288x20067,1984-07-23,Cashier
a0cce36e-f762-4af8-abca-890d918de01b,Gregory,Clark,douglas72@example.com,(393)851-1352x83284,1981-07-16,Cleaner
32d46b14-06a2-4eff-86ad-5efc6d14dcd1,Claudia,Bailey,jbrown@example.org,635-497-3996,1969-12-15,Cashier
44d926ac-f900-441e-ade4-3611eaffb049,Nathan,Wise,rodneyhoward@example.net,5307821645,1962-02-26,Cleaner
bc836824-56ad-421b-969e-c35140831099,Hannah,Ward,allencaitlin@example.net,+1-976-381-0510x9185,1967-02-09,Chef
2019602d-420f-4224-a6a5-994e981e74aa,Megan,Clark,sherrysanders@example.org,845.786.5489,1981-08-19,Chef
4a0426e0-67c9-47aa-bd7b-92b3443ec216,Jimmy,Armstrong,iwood@example.com,873-651-0115,1991-06-14,Cashier
4f60e0b0-39f2-4c0f-9e84-48e981d62cfb,David,Nichols,mward@example.net,700-963-2771,1975-09-11,Manager
3f8cd8cf-4be1-42ae-9545-25a46609767e,Heather,Carroll,aanderson@example.com,001-557-565-3458x234,1972-01-31,Cleaner
6c4f9758-bfb4-419f-b7ec-ece0e8d9685f,James,Hall,dodsonjames@example.org,001-975-245-0413x729,2001-05-18,Chef
2838c2d4-edfb-484a-94aa-10d0b75504e9,Austin,Russell,smitheric@example.com,+1-622-532-0034x279,1992-07-06,Cleaner
b12cd5da-94d5-4a92-a8c1-622290548d6c,Richard,Weber,benjamin95@example.com,+1-956-612-4300,2003-09-23,Manager
9b65fa7e-02e2-42f3-921c-d6d977ec0579,Jay,Davis,brandydouglas@example.com,001-554-987-2732x1131,1992-07-28,Waiter
f9111ba9-44df-493b-adf8-cbe12ada3d9e,Michael,Tucker,kgonzalez@example.net,001-287-466-6626x316,1968-02-23,Chef
fd1f929a-3ef9-4d2d-9b2d-b42e535cfa87,Stephanie,Tate,craig76@example.com,778-320-6492,1985-12-29,Waiter
1e740693-2819-4654-9d59-68fb46b8d740,Alexa,Cherry,coryparks@example.com,349-673-0452x40452,1988-11-16,Cleaner
7dfd7abe-c325-4876-9b6c-e4ce88447d6c,Tracy,Robles,lovebailey@example.com,685-894-6009x379,1960-03-20,Cleaner
f8b3e0ab-6727-45b1-bfcd-adc6e84b0167,Joshua,George,veronica09@example.org,(295)641-2552x7800,1975-04-17,Waiter
c8c0db44-0c62-4a3a-811b-ed4b3255d767,Crystal,Beltran,xtaylor@example.com,+1-798-885-2436x072,1991-07-22,Chef
66b8b2ba-e362-43df-99d9-b832c7e7b07e,Tammy,Miller,andersonmatthew@example.org,001-676-612-6541x8702,1978-06-04,Waiter
870af2b0-c2bb-4d9c-8be8-e58fd9d1d6d0,Leslie,Finley,erikacase@example.com,001-719-721-8318x879,1960-01-22,Waiter
1eaa45e9-7468-4705-828a-6f9229bf341c,Robert,Harmon,imoran@example.com,545.302.3542x1551,1986-02-21,Cashier
329f4138-abdf-45a4-9c65-637cbcabc7c3,Albert,Lopez,jonesjonathan@example.org,+1-921-649-8825x9423,1958-10-30,Chef
66d04df7-cd93-49e6-a89c-6afbd434ac4c,Andrew,Hubbard,evan53@example.org,(491)705-6795x819,1979-02-22,Manager
67221157-4de0-4710-8d86-f00debeae4ce,Julia,Ortiz,upaul@example.org,+1-616-335-6914,1975-05-25,Cleaner
0e8a4986-843c-4e31-b692-5c78c8520129,Pamela,Obrien,shirleyclark@example.com,492-302-1107x72689,1992-07-23,Waiter
5e92b622-800b-44cf-97ca-8bf9cfdd8cb2,Stephen,Hernandez,ocarroll@example.net,001-938-701-4223,1994-03-31,Chef
b44a270f-f02c-4432-a2c0-1f4cbc186f9f,Christopher,Aguilar,jessicakelley@example.net,+1-404-241-2939,1975-12-25,Cashier
b12fa79b-ff0e-4e51-9df9-14d6d436d5b3,Connor,Fowler,dlewis@example.net,+1-846-911-3611x0862,1979-09-08,Chef
c07d9816-caf2-487a-a93e-be8c1c6cb9c6,Margaret,Cameron,tmosley@example.net,891.334.8394,1974-08-02,Manager
d5deb49f-dad8-4f6e-ae96-e1bf6d0f7e89,Brian,Sanchez,bondjohn@example.org,714.795.3399x3787,2002-11-02,Cashier
a3fb5f5e-d2ab-4a83-9c1c-6373670701ab,Kenneth,Diaz,alex37@example.org,376-434-1954,1967-01-11,Waiter
f053588a-1136-4523-95b8-a2fad22a41a3,John,Hudson,uhernandez@example.org,(537)852-6390,1988-12-19,Chef
fd6f6612-5bd4-4560-812b-f0dde67e9ea5,Madeline,Soto,carolynrodriguez@example.org,+1-754-731-4845x1356,1969-02-03,Waiter
e17b02d8-2277-4555-9631-eb1a8cdfdb87,Melanie,Richards,robert94@example.org,327-302-2916x32075,1998-10-18,Cleaner
16b4ef06-43c9-4336-b7f2-837b5fa7b5de,William,Silva,nathan57@example.com,(484)764-6833,1989-03-31,Chef
7d725815-a5d8-436c-8286-57fee1fb7030,Kenneth,Medina,banksrobert@example.net,(352)230-6460x9828,2003-05-23,Waiter
8328db92-4666-4924-849d-fb185358c1d8,Ricardo,Ho,gloria01@example.org,670.915.5435x850,1962-04-29,Waiter
9a06d181-2734-42b8-ab61-db93565bd467,David,Grant,lpage@example.com,+1-215-476-9311,1962-07-17,Manager
afe7f860-d658-40e4-a0b5-045b0448ab7e,Gregory,Roman,whitemegan@example.net,916.771.7812x56838,1990-09-01,Chef
e440ea4a-7d8b-4110-9313-f39c6cce3974,Jessica,Wright,theresajohnson@example.com,(381)442-9578x68170,1970-12-30,Manager
df310bcd-31c4-4416-b49d-410112e71540,Ryan,Cuevas,bmoore@example.com,(381)487-7794x36524,2005-10-09,Chef
cbbb867c-fb54-4749-b609-47b9b22b4f33,Johnny,Norris,rhodesgabriel@example.org,(825)735-1046,1979-11-16,Waiter
af5616f9-a0cf-426b-8464-10e16d591330,Lisa,Hall,donald07@example.net,+1-843-857-6795x0740,2002-01-09,Cashier
ee377029-e6ec-4f7d-97b8-8707d4e98cab,Ryan,Patel,martin80@example.com,6354451497,1999-01-17,Waiter
d107fe53-0c5f-4c06-9909-389070df4f54,Robert,Terrell,georgemcneil@example.com,(934)447-8242x42072,1962-01-16,Cashier
f874a548-6b08-4316-b507-d2af2a83e736,Ashley,Brown,garrettpaige@example.org,732-592-8352x5440,1992-03-15,Cleaner
cf7012f4-329c-422b-9665-35b4730b1c41,Hannah,Lewis,anthony24@example.com,518.532.0801x87893,1986-10-28,Cashier
78c216cd-8859-4529-814d-b39051babcf5,Walter,Martinez,vmay@example.org,324.524.7724,1958-12-12,Cleaner
850746e4-39bc-47c3-a421-ddfc56174640,Samantha,Coffey,charlespeterson@example.org,(416)671-8821,1993-03-11,Cashier
1e134a3a-fe69-49e6-9068-b2ac38611db4,John,Reyes,tanyamartin@example.net,480-863-4959x069,1978-03-07,Cashier
e7ba73c0-50e1-4834-a9b6-22298d8eba97,Kristen,Reed,chadwebster@example.com,(742)299-4822,1992-04-04,Cashier
c9d4da7f-51d6-4aaa-bc67-a64e656772cd,Dawn,Everett,jordan01@example.org,(918)446-7876,1990-08-17,Cleaner
75cf8519-ce36-4075-bf44-09038f5f9bfe,Sarah,Jones,cody86@example.com,697.310.2041,1993-03-16,Chef
ab7acddc-3ee8-4f08-a0b5-51a0403f8c76,Nancy,Thomas,vblack@example.com,(414)452-3088x7125,1990-11-02,Cashier
4347c3d1-b2fc-4cfa-83a9-915db7592f93,Katherine,Underwood,angela84@example.com,9778281921,2003-07-31,Manager
ce5ef6b7-b4fa-4857-a5c9-aea28b56b4b2,Brian,Edwards,dnelson@example.net,+1-585-570-0163,1985-11-01,Manager
7ea42dfc-a510-4acf-847d-cb793dd0c0bd,Samantha,Luna,ryan22@example.net,225-327-1289x4920,1968-09-07,Chef
26b1f771-de67-42ae-926e-5d54f3a735b9,Larry,Bailey,bfleming@example.org,458-779-4503,1976-06-25,Manager
45be0acf-b675-41b7-a3c8-0cff5c738334,Adrian,Herrera,jonathandaugherty@example.org,(534)966-9763x75163,1991-05-25,Cashier
1d056072-eb21-491f-adca-67d75b8a186a,Leonard,Allen,murphykyle@example.net,(435)476-9530,2002-02-07,Waiter
daf7560b-cfd5-4a70-b744-20658c9984e8,Maria,Hayes,laura08@example.com,+1-328-348-1771x411,1973-10-15,Cleaner
d3ac9cb0-7a08-4adc-bbff-4e1d61b14384,Christina,Rogers,derek23@example.net,001-286-397-4457,1965-11-18,Waiter
c8215f5b-dd41-497b-88e4-64fed684bab1,Danielle,Phillips,buchananwilliam@example.net,5052632066,1995-07-16,Cleaner
18484093-d021-40d1-a70b-dd1bb309f35d,Benjamin,Fuller,grahamjennifer@example.com,251.318.4278,2000-01-16,Chef
8e131032-aefa-4a53-aa8a-ef4d62a62132,Bruce,Davis,xjimenez@example.com,(910)243-9865x62223,1994-04-29,Chef
bcce79d9-0a92-4a11-8ce3-f77f452c185c,Jacob,Kelly,andersonann@example.net,001-896-558-0813x601,1975-09-13,Waiter
f1451062-0b7b-48e8-9336-5199417280a8,Eric,Stephenson,obrienglenn@example.com,+1-904-618-3462x153,1998-04-26,Cashier
9b905176-64c7-4ba8-bc45-dc1354f39c4f,Ebony,Wood,smithmatthew@example.net,515.270.7527,1976-06-07,Chef
cf9f83df-10cf-4c52-93be-54fbd6b3c77a,Jennifer,Pittman,sullivannicholas@example.com,001-436-329-2371x46338,1979-04-03,Manager
ddffc392-406d-4902-af82-4c49f87448ef,Sandra,Lee,crystal12@example.org,+1-237-914-2771x058,1991-08-10,Cleaner
c061fa0d-77f4-4c43-ba37-60c85b09890e,Tim,Zhang,ksnyder@example.org,+1-802-602-3103x384,1994-11-21,Cleaner
65f481c1-d202-420c-b9f6-ca1f23f813d2,Monica,Jackson,alexandria79@example.com,001-253-221-7550x87175,1959-06-09,Manager
b6980c17-a874-4156-af44-8e1c9fc324ac,Eric,Mcguire,markdorsey@example.com,518-623-2479x5235,1960-09-30,Chef
b0d88f38-9911-4bf0-a9d1-51eb261888ca,Louis,Ramirez,collincontreras@example.com,001-471-658-8878,1993-03-12,Cashier
0c7ec569-0d22-4bc9-8e7e-727a668f96ac,Benjamin,Reyes,linda63@example.org,540.816.8200,1979-01-08,Chef
9106555f-5d60-4aec-88df-457720e61a9b,Mary,Hill,lance30@example.com,462.520.8242,1959-08-05,Cleaner
ce2ae96a-d4fa-47db-8736-ffd21b77bc95,Andrew,Fernandez,joseph06@example.com,300-989-4557x454,1966-09-19,Manager
f4b4a66c-ae56-4ad1-a603-b450cbb82169,James,Vance,sotoamber@example.com,(858)578-7183,1975-06-27,Manager
ec8ce9eb-a6be-4a80-87ce-4e1d36fab902,Jennifer,Patterson,thomasryan@example.com,687.407.0701x249,1960-09-30,Cleaner
8a0e171e-4eb1-42e6-bc6b-14ad3cf8c5ad,Eric,Weaver,thomas50@example.net,001-552-440-0863x55621,1970-05-09,Cleaner
13d3b459-bb6a-4813-bf51-44652f3c409e,Michael,Saunders,davidduran@example.org,001-268-285-9660,1966-05-23,Manager
5e522cc8-2f27-4bd6-862c-9f537ff9215d,Donna,Estes,awaters@example.net,001-912-333-0277x801,1976-12-15,Waiter
d2b4bb1e-54ba-425b-821a-ac8a42ae0ffb,Eric,Castillo,chapmanelizabeth@example.com,738-545-6796x9687,1996-10-23,Cleaner
abf1e26a-f4df-4615-a48b-11b541d00e0f,Jeremy,Woods,atkinsonjacob@example.org,214.746.6133x222,1968-02-03,Manager
d55253d8-72d5-4d6b-86a3-824df60f691a,Erik,Estrada,srios@example.com,+1-960-957-5739x0234,2001-12-18,Cashier
7fd6e33c-28f4-4523-8115-c146e2f874fe,Tammy,Estes,samanthatran@example.org,253.224.5650x288,1973-04-03,Waiter
7030565d-0b9a-4bf6-8b7f-48fdb75c3801,Jeffrey,Lawson,wattsnicole@example.net,+1-273-723-0250,2001-12-08,Cashier
2aa2b261-0a0a-4b64-87c5-2027660c4aff,Valerie,Stone,ihughes@example.org,4674933196,1970-08-19,Manager
3b90277b-c605-488e-8a16-7f0a40f7e3f7,Jeremy,Sanchez,patricia33@example.net,785-842-5743,1966-11-25,Chef
5649c3df-8ae2-4eaa-bb10-28e38d935a6d,David,Glenn,davistheodore@example.net,667.860.5554x0967,2004-03-30,Cashier
35c7ec42-8688-4457-acc7-8ded4540eea5,Thomas,Medina,danieldennis@example.org,001-919-281-3177x0974,1992-04-30,Cleaner
2af380b5-58d0-46f5-b43d-e695bee3aed7,Erika,Murillo,rgreene@example.com,708.920.6323x3166,1990-02-13,Cashier
4b8ad261-a4e4-4222-a7cd-bc4132c6fb98,Tracie,Mendez,erica89@example.net,484-227-2234x32572,1975-06-14,Waiter
546f3fae-e7c5-4cd4-b49f-3a219d0ee738,Tracy,Blake,brandon36@example.com,449-347-5523,2005-06-14,Chef
58d51128-ee1a-44d4-abda-9a94a2ae4c6e,Laurie,Tucker,mitchellstephanie@example.org,700.810.1383,1970-10-25,Waiter
9b80d6a2-25d2-477c-a83c-ffdf758d83c8,Bradley,Li,richard71@example.com,715.857.2730x708,2002-10-26,Waiter
a4002265-974e-4d8d-8db0-75bf56c56505,Ray,Mclaughlin,warrenjackson@example.com,335-935-1841,1992-03-30,Cashier
cb3739a7-b58b-43fc-be26-1ec6fa0d613d,Danielle,Rivera,emilywhite@example.org,+1-661-985-3454,1977-07-04,Cleaner
f35e2d6e-1d18-457d-9404-e98140509af4,Cynthia,Lam,bgreen@example.org,+1-800-863-5461x730,1967-01-17,Cashier
1573b926-fe95-4325-bbd6-ea0cbbd4dcf3,Carl,Jackson,gonzalezcolin@example.com,(770)259-8106x047,1999-02-10,Manager
ad57f47d-2b40-4ff4-a8b6-a315d36ee592,Timothy,Thomas,wendyfoster@example.net,001-682-509-4928,1990-11-14,Waiter
3f05e6bf-2b0f-4845-adc2-08119b930946,Kim,Fitzgerald,ericawhite@example.com,(519)881-0734x16709,1980-05-05,Chef
a06a3c34-08d1-47b3-b17d-04992a8e33eb,Amber,Gross,anthony96@example.com,503.770.0940x68893,2003-11-26,Cleaner
5d39dd9f-162a-4a2d-bd49-2ca9e0d0bda6,Mary,Ellison,davidlucas@example.org,349.839.1240x076,2005-11-19,Manager
c7959d73-788a-4c74-a05c-83cbc603e119,Brian,Harris,scott10@example.org,5952564982,1994-03-14,Cashier
ab6567d9-716b-4ebb-b1e0-ed81e7d2646d,Amanda,Zuniga,hilltony@example.net,4944722251,1984-06-26,Waiter
aca3f88c-e463-4a40-83cd-e977debdf16a,Stephanie,Campbell,fmendez@example.com,001-486-479-9801x859,2003-05-16,Waiter
116f8599-feb6-4bc3-acfc-7872c24610df,Jonathan,Byrd,barbaraellis@example.net,613.262.7801x210,1987-02-05,Manager
41dbeb39-1b4f-4321-b851-0dd17ec01c6d,Mark,Cunningham,stewartbeverly@example.org,+1-577-917-8814x580,1981-06-09,Manager
d1450b0b-9d24-479f-aa58-17d09cda537c,Doris,Reeves,paula32@example.com,(834)549-3918x67134,1965-09-12,Chef
f09202e4-5430-4d3e-8de9-6fff7a9eb7c8,Timothy,Benjamin,robertsjohn@example.org,001-958-764-0477,1975-06-23,Manager
d43646f4-1075-4c00-95fd-13f8ee915a2e,Douglas,Lee,erinwolfe@example.com,310-308-9953x9130,1958-08-22,Chef
93f3905d-2464-4752-abed-9677d5171408,Maria,Smith,michael55@example.com,+1-308-674-8907x9035,1968-11-12,Waiter
924d0077-93b3-4481-a66b-13b6ac43328d,Sara,Williams,nathan13@example.net,001-348-965-4074x133,2005-02-13,Cashier
c2ad2673-dbe1-4e72-908e-9df8ae66a223,William,Patterson,thomasgary@example.com,+1-856-883-9500x605,1985-03-13,Waiter
862e4781-809a-46c9-a454-e97575600ff6,Deborah,Blair,williammoore@example.com,535-805-1090x914,1978-02-24,Cleaner
0da64467-9e77-456d-a945-6070defc219d,Joseph,Young,moorescott@example.com,885.659.1817x4887,1962-12-04,Chef
8107a31f-81cb-408f-a646-fc8d75c13e2a,Kristin,Petty,mcdanieljanet@example.net,614-512-6552x64555,1997-11-20,Waiter
35074058-d8fd-4f25-84d1-10badcfd0aaa,William,Osborne,daniel06@example.org,935.536.2332x171,1999-09-28,Chef
5abccea7-1f3d-4ea2-8e73-8d5ae6ffa2d3,Alicia,Chavez,christine66@example.org,951-426-6019x47213,1958-11-21,Manager
bbae7588-484c-4670-b492-49a6616c08a7,April,Tate,michaelanderson@example.org,(439)381-8997x90319,1987-05-11,Cashier
3314f539-8649-4b1f-928c-b7dfdc23e7de,Amanda,Jones,frankwilliamson@example.net,297-451-2205x2590,1981-02-28,Manager
6c344e9f-3cae-41d1-b47d-5802f876b1c7,Melissa,Smith,tcamacho@example.net,001-931-442-9716x62695,1980-04-10,Cashier
d9b07c37-4e38-48d3-8319-c1544dd53d21,Donald,Dean,smunoz@example.org,239-936-7304x89939,1987-11-18,Manager
04c61b24-5e04-4e46-a0b0-098ef3355227,Timothy,Hammond,meganclark@example.org,+1-625-300-7707x79214,1963-12-02,Chef
5a960306-6b20-4b09-bc49-2d488aedd109,Steven,Cox,rogerschristopher@example.net,912.646.5088x36173,1959-12-03,Cashier
9ade2f8e-4251-471d-9b82-05978518e092,Michael,Hughes,ellisonkayla@example.org,+1-870-297-3507x1541,1977-10-13,Cashier
a90b42d1-8e51-4120-95f8-8a342ebcd1d3,Wendy,Herrera,triciawilliams@example.com,494-631-1953,1965-08-06,Chef
d4aa9155-dc5b-4c36-aeb4-a22ac628720e,Jeremy,Jones,zdavis@example.com,270-291-8990x56968,1980-12-03,Chef
a1e906bf-d053-42da-ac82-da54edee5ac3,Christine,Li,david11@example.net,261.980.4429x7437,1964-07-25,Manager
7539cbcd-855e-44e2-993a-c5949cff49a5,Manuel,Davis,mdavis@example.net,(649)489-5655x65061,1960-11-05,Waiter
46b15d5c-4842-4354-a508-d698740f3d17,Jordan,Anderson,alexander10@example.org,415-434-4817x96904,1985-11-03,Manager
ec840032-1f41-4924-a98d-07c79d0a5df1,Anthony,Love,eric44@example.net,909.532.5819,1961-02-04,Chef
29652aaf-fb58-42cd-a0d8-0bc2233ba811,Amber,Moore,rossvalerie@example.org,+1-551-324-5851x824,1980-05-04,Cashier
